Transaction_ID,Items,Time_Stamp
T2680,"String Hoppers, Gotukola, Mallum, Potato Tempered, Jackfruit",2025-11-19 01:23 PM
T2681,"Fried Rice, Jackfruit, Papadam, Fish, Fish Ambul Thiyal, Gotukola",2025-11-19 01:23 PM
T2682,"Fried Rice, Pol Sambol, Chilli Paste, Coconut Sambol",2025-11-19 01:23 PM
T2683,"String Hoppers, Potato Tempered, Brinjal Moju",2025-11-19 01:23 PM
T2684,"White Rice, Fried Egg, Dhal, Chilli Paste",2025-11-19 01:24 PM
T2685,"String Hoppers, Mallum, Chicken Curry, Coconut Sambol, Kiri Hodi",2025-11-19 01:24 PM
T2686,"String Hoppers, Kiri Hodi, Pol Sambol, Dried Fish",2025-11-19 01:25 PM
T2687,"String Hoppers, Chicken, Coconut Sambol, Dhal",2025-11-19 01:25 PM
T2688,"Red Rice, Fried Egg, Devilled Chicken",2025-11-19 01:26 PM
T2689,"White Rice, Papadam, Jackfruit, Dhal, Devilled Chicken, Fish Ambul Thiyal",2025-11-19 01:26 PM
T2690,"Red Rice, Dhal, Mallum",2025-11-19 01:26 PM
T2691,"String Hoppers, Mallum, Jackfruit, Fried Fish",2025-11-19 01:26 PM
T2692,"White Rice, Coconut Sambol, Chicken, Potato Tempered, Coconut Sambol",2025-11-19 01:26 PM
T2693,"Red Rice, Dried Fish, Chilli Paste, Jackfruit",2025-11-19 01:26 PM
T2694,"String Hoppers, Pumpkin, Chicken, Potato Tempered",2025-11-19 01:27 PM
T2695,"Fried Rice, Mallum, Chilli Paste, Dried Fish, Gotukola",2025-11-19 01:27 PM
T2696,"Red Rice, Kiri Hodi, Brinjal Moju, Chicken Curry",2025-11-19 01:27 PM
T2697,"Fried Rice, Devilled Chicken, Chop Suey, Fried Egg",2025-11-19 01:27 PM
T2698,"White Rice, Mallum, Gotukola, Fried Egg",2025-11-19 01:27 PM
T2699,"String Hoppers, Chop Suey, Chicken, Chilli Paste",2025-11-19 01:28 PM
T2700,"White Rice, Fried Fish, Devilled Chicken",2025-11-19 01:28 PM
T2701,"String Hoppers, Devilled Chicken, Chicken Curry, Mallum",2025-11-19 01:28 PM
T2702,"White Rice, Pol Sambol, Jackfruit, Chilli Paste, Devilled Chicken, Pumpkin",2025-11-19 01:29 PM
T2703,"Red Rice, Papadam, Coconut Sambol",2025-11-19 01:29 PM
T2704,"Red Rice, Dried Fish, Chop Suey, Brinjal Moju",2025-11-19 01:29 PM
T2705,"Red Rice, Chicken Curry, Dried Fish, Pumpkin",2025-11-19 01:30 PM
T2706,"String Hoppers, Mallum, Dried Fish",2025-11-19 01:31 PM
T2707,"Red Rice, Fried Egg, Papadam, Chicken Curry, Chop Suey",2025-11-19 01:31 PM
T2708,"White Rice, Brinjal Moju, Pol Sambol",2025-11-19 01:32 PM
T2709,"Fried Rice, Dried Fish, Brinjal Moju, Chicken, Fish Ambul Thiyal",2025-11-19 01:32 PM
T2710,"Fried Rice, Mallum, Chicken, Chop Suey",2025-11-19 01:32 PM
T2711,"White Rice, Gotukola, Chilli Paste, Dhal",2025-11-19 01:34 PM
T2712,"Red Rice, Fish, Mallum, Devilled Chicken, Papadam",2025-11-19 01:34 PM
T2713,"White Rice, Gotukola, Devilled Chicken, Dried Fish",2025-11-19 01:34 PM
T2714,"Red Rice, Gotukola, Chop Suey, Fish Ambul Thiyal, Chicken, Devilled Chicken",2025-11-19 01:34 PM
T2715,"String Hoppers, Fried Egg, Brinjal Moju, Chicken Curry",2025-11-19 01:34 PM
T2716,"Red Rice, Papadam, Pumpkin",
T2717,"Fried Rice, Brinjal Moju, Fish, Potato Tempered, Chicken Curry, Dhal",2025-11-19 01:35 PM
T2718,"Fried Rice, Papadam, Fried Fish, Potato Tempered",2025-11-19 01:35 PM
T2719,"Fried Rice, Dhal, Jackfruit, Chicken Curry",2025-11-19 01:35 PM
T2720,"String Hoppers, Dried Fish, Pumpkin, Chilli Paste",2025-11-19 01:35 PM
T2721,"Fried Rice, Chicken Curry, Kiri Hodi, Brinjal Moju, Devilled Chicken, Dried Fish",2025-11-19 01:36 PM
T2722,"Red Rice, Fish, Brinjal Moju, Pumpkin, Devilled Chicken",2025-11-19 01:36 PM
T2723,"Red Rice, Fried Egg, Jackfruit, Devilled Chicken",2025-11-19 01:36 PM
T2724,"Red Rice, Fish, Jackfruit, Chop Suey, Fish Ambul Thiyal, Papadam",2025-11-19 01:36 PM
T2725,"Red Rice, Kiri Hodi, Dried Fish",2025-11-19 01:36 PM
T2726,"White Rice, Coconut Sambol, Papadam, Brinjal Moju, Devilled Chicken",2025-11-19 01:36 PM
T2727,"White Rice, Brinjal Moju, Dhal",2025-11-19 01:37 PM
T2728,"White Rice, Fish, Gotukola",2025-11-19 01:37 PM
T2729,"White Rice, Jackfruit, Chop Suey",2025-11-19 01:37 PM
T2730,"String Hoppers, Mallum, Jackfruit",2025-11-19 01:37 PM
T2731,"White Rice, Jackfruit, Chicken, Kiri Hodi, Chicken Curry",2025-11-19 01:37 PM
T2732,"String Hoppers, Coconut Sambol, Papadam, Kiri Hodi, Fried Egg, Dried Fish",2025-11-19 01:37 PM
T2733,"Red Rice, Chicken, Jackfruit, Gotukola, Pol Sambol, Brinjal Moju",2025-11-19 01:38 PM
T2734,"White Rice, Coconut Sambol, Dried Fish, Dhal",2025-11-19 01:38 PM
T2735,"String Hoppers, Kiri Hodi, Chilli Paste, Papadam, Brinjal Moju",2025-11-19 01:39 PM
T2736,"String Hoppers, Chicken Curry, Chicken, Kiri Hodi, Fried Fish",2025-11-19 01:39 PM
T2737,"Red Rice, Fish Ambul Thiyal, Fried Fish, Chicken, Dhal, Chilli Paste",2025-11-19 01:39 PM
T2738,"Fried Rice, Chicken Curry, Potato Tempered, Mallum",2025-11-19 01:40 PM
T2739,"Red Rice, Potato Tempered, Kiri Hodi, Jackfruit",2025-11-19 01:40 PM
T2740,"Fried Rice, Devilled Chicken, Brinjal Moju",2025-11-19 01:40 PM
T2741,"String Hoppers, Fried Fish, Kiri Hodi, Coconut Sambol, Fried Egg",2025-11-19 01:41 PM
T2742,"String Hoppers, Pumpkin, Dhal",2025-11-19 01:41 PM
T2743,"White Rice, Papadam, Coconut Sambol, Dried Fish, Fried Fish, Fried Egg",2025-11-19 01:41 PM
T2744,"String Hoppers, Dried Fish, Fried Fish, Kiri Hodi, Coconut Sambol, Papadam",2025-11-19 01:41 PM
T2745,"Fried Rice, Pol Sambol, Chicken",2025-11-19 01:42 PM
T2746,"Red Rice, Fish Ambul Thiyal, Pumpkin, Dhal, Pol Sambol",2025-11-19 01:42 PM
T2747,"Fried Rice, Brinjal Moju, Chicken, Pumpkin",2025-11-19 01:43 PM
T2748,"String Hoppers, Kiri Hodi, Pol Sambol, Gotukola, Coconut Sambol",2025-11-19 01:43 PM
T2749,"Red Rice, Mallum, Kiri Hodi, Dried Fish, Chicken Curry",2025-11-19 01:43 PM
T2750,"Fried Rice, Pumpkin, Devilled Chicken, Kiri Hodi",2025-11-19 01:43 PM
T2751,"String Hoppers, Gotukola, Devilled Chicken",2025-11-19 01:43 PM
T2752,"Fried Rice, Gotukola, Chilli Paste",2025-11-19 01:43 PM
T2753,"White Rice, Pol Sambol, Chicken, Fried Egg, Fried Fish, Chicken Curry",2025-11-19 01:44 PM
T2754,"Fried Rice, Chop Suey, Dried Fish, Devilled Chicken, Fried Fish",2025-11-19 01:44 PM
T2755,"String Hoppers, Chicken Curry, Fried Fish, Fish Ambul Thiyal, Fish, Chop Suey",2025-11-19 01:44 PM
T2756,"Fried Rice, Jackfruit, Fried Fish, Potato Tempered, Dried Fish",2025-11-19 01:44 PM
T2757,"White Rice, Fish, Fried Egg, Kiri Hodi",2025-11-19 01:44 PM
T2758,"White Rice, Pol Sambol, Fish, Dhal, Chilli Paste",2025-11-19 01:44 PM
T2759,"White Rice, Chicken Curry, Pumpkin, Kiri Hodi",2025-11-19 01:45 PM
T2760,"Fried Rice, Mallum, Chop Suey, Brinjal Moju, Chicken, Chilli Paste",2025-11-19 01:45 PM
T2761,"Fried Rice, Chicken Curry, Gotukola",2025-11-19 01:46 PM
T2762,"Red Rice, Kiri Hodi, Coconut Sambol",2025-11-19 01:46 PM
T2763,"White Rice, Gotukola, Potato Tempered",2025-11-19 01:46 PM
T2764,"String Hoppers, Brinjal Moju, Fish Ambul Thiyal",2025-11-19 01:47 PM
T2765,"Fried Rice, Chicken, Fried Fish, Pol Sambol, Devilled Chicken",2025-11-19 01:47 PM
T2766,"White Rice, Pumpkin, Chicken Curry, Dhal",2025-11-19 01:47 PM
T2767,"Red Rice, Fish, Kiri Hodi, Pol Sambol, Fried Fish",2025-11-19 01:48 PM
T2768,"White Rice, Dhal, Mallum",
T2769,"Fried Rice, Mallum, Potato Tempered",2025-11-19 01:49 PM
T2770,"White Rice, Fish Ambul Thiyal, Dried Fish, Devilled Chicken, Chilli Paste, Chop Suey",2025-11-19 01:49 PM
T2771,"White Rice, Kiri Hodi, Fish Ambul Thiyal, Brinjal Moju, Dhal",2025-11-19 01:50 PM
T2772,"String Hoppers, Kiri Hodi, Chop Suey",2025-11-19 01:50 PM
T2773,"White Rice, Fish, Devilled Chicken",2025-11-19 01:51 PM
T2774,"White Rice, Fish Ambul Thiyal, Dried Fish, Chop Suey, Chicken Curry",2025-11-19 01:51 PM
T2775,"Red Rice, Chicken Curry, Papadam",2025-11-19 01:52 PM
T2776,"Fried Rice, Chicken, Fried Fish",2025-11-19 01:52 PM
T2777,"White Rice, Gotukola, Mallum, Pumpkin, Chicken Curry, Chicken",2025-11-19 01:53 PM
T2778,"Fried Rice, Fried Fish, Pol Sambol, Chicken",2025-11-19 01:53 PM
T2779,"String Hoppers, Papadam, Dhal, Pumpkin, Fried Egg, Fish Ambul Thiyal",2025-11-19 01:53 PM
T2780,"White Rice, Dried Fish, Kiri Hodi, Pumpkin, Mallum",2025-11-19 01:53 PM
T2781,"Red Rice, Coconut Sambol, Fried Fish, Jackfruit, Fried Egg, Fish",2025-11-19 01:53 PM
T2782,"Red Rice, Chicken, Fish Ambul Thiyal, Pumpkin, Mallum",2025-11-19 01:54 PM
T2783,"Fried Rice, Gotukola, Fried Egg",2025-11-19 01:54 PM
T2784,"Fried Rice, Dried Fish, Fish Ambul Thiyal, Gotukola, Coconut Sambol, Chop Suey",2025-11-19 01:54 PM
T2785,"White Rice, Chicken, Mallum, Chilli Paste",2025-11-19 01:54 PM
T2786,"White Rice, Mallum, Dhal",2025-11-19 01:55 PM
T2787,"White Rice, Dried Fish, Kiri Hodi, Potato Tempered, Chicken",2025-11-19 01:55 PM
T2788,"Red Rice, Dhal, Chicken Curry, Chicken",2025-11-19 01:56 PM
T2789,"String Hoppers, Jackfruit, Potato Tempered, Pol Sambol, Coconut Sambol, Devilled Chicken",2025-11-19 01:56 PM
T2790,"Red Rice, Pol Sambol, Mallum, Brinjal Moju, Devilled Chicken, Fish Ambul Thiyal",2025-11-19 01:56 PM
T2791,"Red Rice, Fish, Devilled Chicken, Chicken",2025-11-19 01:56 PM
T2792,"White Rice, Kiri Hodi, Papadam, Fish",2025-11-19 01:57 PM
T2793,"White Rice, Dhal, Chicken, Fish",2025-11-19 01:57 PM
T2794,"White Rice, Mallum, Papadam",2025-11-19 01:58 PM
T2795,"Fried Rice, Jackfruit, Kiri Hodi, Dhal, Fried Egg, Coconut Sambol",2025-11-19 01:58 PM
T2796,"White Rice, Mallum, Fried Fish, Pumpkin",2025-11-19 01:59 PM
T2797,"Fried Rice, Coconut Sambol, Pol Sambol",2025-11-19 01:59 PM
T2798,"Fried Rice, Potato Tempered, Brinjal Moju, Chop Suey, Fish Ambul Thiyal, Fish",2025-11-19 02:00 PM
T2799,"White Rice, Pumpkin, Dried Fish, Devilled Chicken, Papadam",2025-11-19 02:00 PM
T2800,"White Rice, Mallum, Brinjal Moju, Fried Egg, Fish Ambul Thiyal, Chilli Paste",2025-11-19 02:00 PM
T2801,"Red Rice, Mallum, Fish Ambul Thiyal, Pumpkin",2025-11-19 02:01 PM
T2802,"Fried Rice, Dried Fish, Papadam, Fried Fish, Fish, Chilli Paste",2025-11-19 02:01 PM
T2803,"White Rice, Brinjal Moju, Chicken Curry, Chicken",2025-11-19 02:01 PM
T2804,"Red Rice, Potato Tempered, Mallum, Jackfruit",2025-11-19 02:01 PM
T2805,"Red Rice, Potato Tempered, Chilli Paste",2025-11-19 02:02 PM
T2806,"String Hoppers, Chicken Curry, Devilled Chicken",2025-11-19 02:02 PM
T2807,"String Hoppers, Jackfruit, Coconut Sambol",2025-11-19 02:02 PM
T2808,"Red Rice, Fried Fish, Pumpkin, Chicken Curry, Mallum, Devilled Chicken",2025-11-19 02:02 PM
T2809,"Red Rice, Devilled Chicken, Gotukola, Fish Ambul Thiyal, Potato Tempered",2025-11-19 02:02 PM
T2810,"String Hoppers, Gotukola, Fried Egg",2025-11-19 02:03 PM
T2811,"White Rice, Dried Fish, Fish, Chicken Curry, Kiri Hodi, Coconut Sambol",2025-11-19 02:03 PM
T2812,"Red Rice, Fried Fish, Mallum, Chop Suey, Potato Tempered",2025-11-19 02:03 PM
T2813,"String Hoppers, Dried Fish, Fish Ambul Thiyal, Fish",2025-11-19 02:03 PM
T2814,"String Hoppers, Chicken, Dhal, Papadam",2025-11-19 02:03 PM
T2815,"White Rice, Fried Fish, Fried Egg, Coconut Sambol, Dhal",2025-11-19 02:04 PM
T2816,"Fried Rice, Chilli Paste, Chop Suey, Kiri Hodi, Fish Ambul Thiyal, Dhal",2025-11-19 02:04 PM
T2817,,2025-11-19 02:04 PM
T2818,"Fried Rice, Dhal, Gotukola, Fried Egg, Devilled Chicken, Dried Fish",2025-11-19 02:04 PM
T2819,"Fried Rice, Chop Suey, Fish Ambul Thiyal",2025-11-19 02:04 PM
T2820,"White Rice, Brinjal Moju, Fish, Gotukola, Dried Fish, Pol Sambol",2025-11-19 02:04 PM
T2821,"Fried Rice, Chicken Curry, Fish, Gotukola, Coconut Sambol, Brinjal Moju",2025-11-19 02:05 PM
T2822,"White Rice, Devilled Chicken, Kiri Hodi, Mallum",2025-11-19 02:06 PM
T2823,"Red Rice, Jackfruit, Dried Fish, Devilled Chicken, Papadam, Fried Egg",2025-11-19 02:06 PM
T2824,"White Rice, Dhal, Devilled Chicken, Kiri Hodi",2025-11-19 02:06 PM
T2825,"White Rice, Kiri Hodi, Fried Fish, Potato Tempered",2025-11-19 02:06 PM
T2826,"Red Rice, Pol Sambol, Chicken, Pumpkin, Mallum",2025-11-19 02:06 PM
T2827,"String Hoppers, Pol Sambol, Chicken Curry, Coconut Sambol",2025-11-19 02:07 PM
T2828,"White Rice, Gotukola, Chop Suey, Fried Fish, Fried Egg, Pumpkin",2025-11-19 02:07 PM
T2829,"String Hoppers, Jackfruit, Fish Ambul Thiyal, Fish, Chilli Paste, Dhal",2025-11-19 02:08 PM
T2830,"Fried Rice, Chicken, Fried Egg",2025-11-19 02:08 PM
T2831,"White Rice, Pumpkin, Fish",2025-11-19 02:08 PM
T2832,"White Rice, Jackfruit, Fried Egg, Gotukola",2025-11-19 02:09 PM
T2833,"White Rice, Gotukola, Jackfruit",2025-11-19 02:10 PM
T2834,"Fried Rice, Chilli Paste, Potato Tempered, Devilled Chicken, Papadam",2025-11-19 02:11 PM
T2835,"White Rice, Papadam, Pol Sambol, Fried Egg, Brinjal Moju, Dried Fish",2025-11-19 02:11 PM
T2836,"Red Rice, Kiri Hodi, Potato Tempered",2025-11-19 02:11 PM
T2837,"Fried Rice, Papadam, Fried Egg, Pumpkin, Dried Fish",2025-11-19 02:12 PM
T2838,"Fried Rice, Mallum, Dhal, Pumpkin, Dried Fish",2025-11-19 02:12 PM
T2839,"White Rice, Coconut Sambol, Chilli Paste, Brinjal Moju, Chicken Curry, Fish Ambul Thiyal",2025-11-19 02:13 PM
T2840,"Fried Rice, Fried Egg, Dried Fish, Fried Fish, Chop Suey, Kiri Hodi",2025-11-19 02:13 PM
T2841,"Red Rice, Mallum, Chicken, Fried Fish, Gotukola, Potato Tempered",2025-11-19 02:14 PM
T2842,"String Hoppers, Gotukola, Jackfruit, Chicken",2025-11-19 02:14 PM
T2843,"Fried Rice, Pumpkin, Fried Fish",2025-11-19 02:15 PM
T2844,"White Rice, Papadam, Chicken, Potato Tempered, Fried Fish",2025-11-19 02:15 PM
T2845,"Red Rice, Brinjal Moju, Chop Suey",2025-11-19 02:15 PM
T2846,"String Hoppers, Pol Sambol, Kiri Hodi, Fish",2025-11-19 02:15 PM
T2847,"White Rice, Potato Tempered, Papadam, Dhal",2025-11-19 02:15 PM
T2848,"Red Rice, pol_sambol, Fried Egg, Chop Suey",2025-11-19 02:16 PM
T2849,"Red Rice, Dhal, Devilled Chicken",2025-11-19 02:16 PM
T2850,"White Rice, Papadam, Fish Ambul Thiyal, Chicken",2025-11-19 02:16 PM
T2851,"White Rice, Dhal, Fish Ambul Thiyal",2025-11-19 02:16 PM
T2852,"Red Rice, Gotukola, Fish, Chicken Curry, Chilli Paste",2025-11-19 02:17 PM
T2853,"Red Rice, Papadam, Gotukola, Pol Sambol, Chop Suey",2025-11-19 02:17 PM
T2854,"Red Rice, Coconut Sambol, Dried Fish",2025-11-19 02:18 PM
T2855,"String Hoppers, Coconut Sambol, Pol Sambol, Chicken Curry",2025-11-19 02:18 PM
T2856,"White Rice, Chilli Paste, Chop Suey, Dried Fish",2025-11-19 02:18 PM
T2857,"White Rice, Brinjal Moju, Pol Sambol, Jackfruit",2025-11-19 02:18 PM
T2858,"Red Rice, Gotukola, Dried Fish, Coconut Sambol, Potato Tempered, Chicken Curry",2025-11-19 02:18 PM
T2859,"String Hoppers, Potato Tempered, Dhal, Jackfruit, Chicken",2025-11-19 02:18 PM
T2860,"White Rice, Chicken Curry, Chop Suey, Mallum",2025-11-19 02:19 PM
T2861,"Red Rice, Devilled Chicken, Gotukola, Coconut Sambol",2025-11-19 02:19 PM
T2862,"Red Rice, Fish Ambul Thiyal, Dhal, Dried Fish, Brinjal Moju, Papadam",2025-11-19 02:19 PM
T2863,"String Hoppers, Fried Egg, Pumpkin",2025-11-19 02:19 PM
T2864,"String Hoppers, Kiri Hodi, Gotukola, Dhal, Papadam",2025-11-19 02:19 PM
T2865,"Red Rice, Chicken Curry, Jackfruit, Mallum, Coconut Sambol",2025-11-19 02:20 PM
T2866,"String Hoppers, Potato Tempered, Coconut Sambol, Chilli Paste, Fried Egg, Devilled Chicken",2025-11-19 02:20 PM
T2867,"String Hoppers, Papadam, Fried Fish, Devilled Chicken",2025-11-19 02:20 PM
T2868,"String Hoppers, Dhal, Mallum, Dried Fish",2025-11-19 02:20 PM
T2869,"String Hoppers, Dried Fish, Papadam, Fried Egg, Gotukola",2025-11-19 02:21 PM
T2870,"Fried Rice, Mallum, Fish Ambul Thiyal",2025-11-19 02:21 PM
T2871,"String Hoppers, Fried Fish, Chop Suey, Chilli Paste",2025-11-19 02:22 PM
T2872,"White Rice, Fish Ambul Thiyal, Chicken Curry, Fish Ambul Thiyal, Pol Sambol",2025-11-19 02:22 PM
T2873,"Fried Rice, Kiri Hodi, Chop Suey, Dhal",2025-11-19 02:22 PM
T2874,"String Hoppers, Fried Egg, Brinjal Moju, Mallum, Pol Sambol",2025-11-19 02:22 PM
T2875,"Fried Rice, Coconut Sambol, Kiri Hodi",2025-11-19 02:22 PM
T2876,"String Hoppers, Dhal, Papadam, Fried Egg, Chop Suey, Coconut Sambol",2025-11-19 02:23 PM
T2877,"Fried Rice, Fish, Papadam, Devilled Chicken, Fried Fish, Dried Fish",2025-11-19 02:23 PM
T2878,"White Rice, Potato Tempered, Pol Sambol, Coconut Sambol, Chicken Curry",2025-11-19 02:23 PM
T2879,"String Hoppers, Chicken, Dried Fish, Kiri Hodi, Papadam",2025-11-19 02:23 PM
T2880,"Red Rice, Fried Fish, Kiri Hodi, Papadam, Dhal, Fish",2025-11-19 02:24 PM
T2881,"Red Rice, Fried Egg, Chilli Paste, Dried Fish",2025-11-19 02:24 PM
T2882,"Red Rice, Gotukola, Potato Tempered, Pumpkin, Fried Egg",2025-11-19 02:25 PM
T2883,"String Hoppers, Coconut Sambol, Pumpkin, Dried Fish",2025-11-19 02:25 PM
T2884,"String Hoppers, Papadam, Chop Suey, Pumpkin, Dhal",2025-11-19 02:25 PM
T2885,"White Rice, Papadam, Fish, Devilled Chicken, Chilli Paste",2025-11-19 02:25 PM
T2886,"White Rice, Papadam, Fried Egg",2025-11-19 02:25 PM
T2887,"White Rice, Fish Ambul Thiyal, Brinjal Moju",2025-11-19 02:26 PM
T2888,"Fried Rice, Chop Suey, Fried Egg, Brinjal Moju",2025-11-19 02:26 PM
T2889,"Fried Rice, Papadam, Devilled Chicken",2025-11-19 02:27 PM
T2890,"String Hoppers, Dhal, Mallum, Coconut Sambol",2025-11-19 02:27 PM
T2891,"Fried Rice, Pumpkin, Dhal",2025-11-19 02:27 PM
T2892,"White Rice, Devilled Chicken, Dried Fish",2025-11-19 02:28 PM
T2893,"String Hoppers, Kiri Hodi, Chop Suey",2025-11-19 02:28 PM
T2894,"Fried Rice, Dhal, Devilled Chicken, Dried Fish",2025-11-19 02:28 PM
T2895,"Fried Rice, Papadam, Fish",2025-11-19 02:28 PM
T2896,"White Rice, Papadam, Fried Fish, Pol Sambol, Coconut Sambol, Pumpkin",2025-11-19 02:29 PM
T2897,"String Hoppers, Fried Egg, Potato Tempered",2025-11-19 02:29 PM
T2898,"String Hoppers, Pol Sambol, Pumpkin, Dhal",2025-11-19 02:30 PM
T2899,"White Rice, Devilled Chicken, Potato Tempered, Pumpkin, Chicken Curry, Fish",2025-11-19 02:30 PM
T2900,"Fried Rice, Mallum, Chop Suey, Pumpkin, Dried Fish",2025-11-19 02:30 PM
T2901,"String Hoppers, Fish Ambul Thiyal, Pol Sambol, Papadam, Dried Fish",2025-11-20 11:00 AM
T2902,"Fried Rice, Fried Fish, Pumpkin, Dried Fish",2025-11-20 11:00 AM
T2903,"White Rice, Potato Tempered, Fish Ambul Thiyal, Devilled Chicken",2025-11-20 11:01 AM
T2904,"String Hoppers, Mallum, Fish Ambul Thiyal, Pol Sambol, Gotukola, Papadam",2025-11-20 11:01 AM
T2905,"White Rice, Chop Suey, Dhal",2025-11-20 11:01 AM
T2906,"Fried Rice, Chicken, Fried Fish, Coconut Sambol",2025-11-20 11:01 AM
T2907,"Fried Rice, Fried Fish, Brinjal Moju, Dried Fish, Fried Egg, Papadam",2025-11-20 11:02 AM
T2908,"Fried Rice, Chop Suey, Chicken Curry, Pol Sambol, Fish Ambul Thiyal",2025-11-20 11:02 AM
T2909,"White Rice, Fish Ambul Thiyal, Dhal, Brinjal Moju",2025-11-20 11:02 AM
T2910,"Red Rice, Fried Fish, Fish Ambul Thiyal, Devilled Chicken",2025-11-20 11:02 AM
T2911,"White Rice, Gotukola, Chop Suey",2025-11-20 11:03 AM
T2912,"Red Rice, Chicken Curry, Dried Fish",2025-11-20 11:03 AM
T2913,"White Rice, Jackfruit, Fried Egg, Brinjal Moju",2025-11-20 11:03 AM
T2914,"White Rice, Fried Egg, Coconut Sambol, Brinjal Moju",2025-11-20 11:04 AM
T2915,"White Rice, Fish, Papadam, Chop Suey, Chicken Curry, Devilled Chicken",2025-11-20 11:04 AM
T2916,"Fried Rice, Gotukola, Fried Egg, Kiri Hodi, Fried Fish",2025-11-20 11:04 AM
T2917,"White Rice, Mallum, Fish Ambul Thiyal, Potato Tempered, Dried Fish",2025-11-20 11:04 AM
T2918,"Red Rice, Brinjal Moju, Devilled Chicken, Jackfruit, Coconut Sambol",2025-11-20 11:04 AM
T2919,"Red Rice, Fish Ambul Thiyal, Pumpkin",2025-11-20 11:04 AM
T2920,"Red Rice, Fried Fish, Chop Suey, Jackfruit, Fish",2025-11-20 11:05 AM
T2921,"Fried Rice, Brinjal Moju, Chicken Curry, Devilled Chicken, Chicken",2025-11-20 11:05 AM
T2922,"White Rice, Coconut Sambol, Chilli Paste, Fried Fish, Potato Tempered",2025-11-20 11:07 AM
T2923,"String Hoppers, Devilled Chicken, Kiri Hodi",2025-11-20 11:08 AM
T2924,"Fried Rice, Chicken, Fish, Fried Fish, Fried Egg, Pumpkin",2025-11-20 11:08 AM
T2925,"Red Rice, Chicken, Potato Tempered, Chilli Paste",2025-11-20 11:08 AM
T2926,"Red Rice, Chicken, Chicken Curry",2025-11-20 11:08 AM
T2927,"White Rice, Pumpkin, Chilli Paste, Brinjal Moju, Chop Suey, Gotukola",2025-11-20 11:08 AM
T2928,"Red Rice, Gotukola, Brinjal Moju, Papadam, Chop Suey",2025-11-20 11:08 AM
T2929,"White Rice, Fried Fish, Papadam",2025-11-20 11:09 AM
T2930,"String Hoppers, Fish Ambul Thiyal, Jackfruit, Fried Egg",2025-11-20 11:09 AM
T2931,"White Rice, Coconut Sambol, Fried Fish",2025-11-20 11:09 AM
T2932,"String Hoppers, Chicken, Fish Ambul Thiyal, Chicken Curry, Brinjal Moju",2025-11-20 11:10 AM
T2933,"Red Rice, Chilli Paste, Kiri Hodi",2025-11-20 11:10 AM
T2934,"Red Rice, Pol Sambol, Brinjal Moju, Chicken, Fried Fish",2025-11-20 11:10 AM
T2935,"Red Rice, Coconut Sambol, Dried Fish, Gotukola, Chop Suey, Jackfruit",2025-11-20 11:11 AM
T2936,"Fried Rice, Chicken, Dried Fish, Mallum",2025-11-20 11:11 AM
T2937,"Fried Rice, Fried Egg, Pol Sambol, Fish, Fish Ambul Thiyal, Pumpkin",2025-11-20 11:11 AM
T2938,"Red Rice, Potato Tempered, Pumpkin",2025-11-20 11:11 AM
T2939,"Fried Rice, Chicken Curry, Kiri Hodi, Dhal, Papadam, Fried Egg",2025-11-20 11:12 AM
T2940,"Fried Rice, Potato Tempered, Jackfruit, Papadam",2025-11-20 11:12 AM
T2941,"String Hoppers, Fried Fish, Gotukola, Fried Egg, Dried Fish",2025-11-20 11:12 AM
T2942,"Fried Rice, Chop Suey, Fried Egg, Coconut Sambol, Devilled Chicken",2025-11-20 11:12 AM
T2943,"String Hoppers, Papadam, Devilled Chicken, Brinjal Moju",2025-11-20 11:13 AM
T2944,"Fried Rice, Chilli Paste, Mallum, Fried Egg, Potato Tempered",2025-11-20 11:13 AM
T2945,"Red Rice, Mallum, Jackfruit, Coconut Sambol",2025-11-20 11:13 AM
T2946,"String Hoppers, Mallum, Fried Fish",2025-11-20 11:14 AM
T2947,"White Rice, Jackfruit, Coconut Sambol, Dhal, Fish Ambul Thiyal, Chilli Paste",2025-11-20 11:14 AM
T2948,"Fried Rice, Fish Ambul Thiyal, Potato Tempered, Fish, Chicken",2025-11-20 11:14 AM
T2949,"White Rice, Chilli Paste, Potato Tempered, Jackfruit, Gotukola, Chicken",2025-11-20 11:14 AM
T2950,"White Rice, Pol Sambol, Papadam, Potato Tempered, Jackfruit",2025-11-20 11:14 AM
T2951,"String Hoppers, Fish, Fish Ambul Thiyal",2025-11-20 11:15 AM
T2952,"Red Rice, Potato Tempered, Coconut Sambol, Chop Suey",2025-11-20 11:15 AM
T2953,"Red Rice, Fish Ambul Thiyal, Mallum, Papadam, Pol Sambol",2025-11-20 11:15 AM
T2954,"White Rice, Devilled Chicken, Jackfruit, Fish Ambul Thiyal",2025-11-20 11:15 AM
T2955,"Red Rice, Dhal, Fish Ambul Thiyal, Chicken Curry, Mallum, Dried Fish",2025-11-20 11:15 AM
T2956,"Red Rice, Kiri Hodi, Chicken Curry",2025-11-20 11:15 AM
T2957,"Red Rice, Chicken Curry, Papadam",2025-11-20 11:15 AM
T2958,"White Rice, Fried Fish, Mallum, Fish Ambul Thiyal, Devilled Chicken, Potato Tempered",2025-11-20 11:16 AM
T2959,"White Rice, Pumpkin, Kiri Hodi, Fried Egg, Chilli Paste, Fish Ambul Thiyal",2025-11-20 11:17 AM
